new_tx_ids,unknown_a,unknown_b
"1-16,1-18",18-12,5-1
"1-16,1-18",18-12,5-5
"1-16,1-18",18-12,6-1
"1-16,1-18",18-12,6-6
"1-16,1-18",18-12,7-10
"1-16,1-18",18-12,7-11
"1-16,1-18",18-12,7-20
"1-16,1-18",18-12,7-7
"1-16,1-18",18-12,8-1
"1-16,1-18",18-12,8-13
"1-16,1-18",18-12,8-18
"1-16,1-18",18-12,8-3
"1-16,1-18",18-12,8-7
"1-16,1-18",18-12,8-8
"1-16,1-18",18-12,9-1
"1-16,1-18",18-12,9-20
"1-16,1-18",18-13,18-14
"1-16,1-18",18-13,18-15
"1-16,1-18",18-13,18-16
"1-16,1-18",18-13,18-17
"1-16,1-18",18-13,18-2
"1-16,1-18",18-13,18-20
"1-16,1-18",18-13,18-4
"1-16,1-18",18-13,18-5
"1-16,1-18",18-13,18-7
"1-16,1-18",18-13,18-8
"1-16,1-18",18-13,18-9
"1-16,1-18",18-13,19-1
"1-16,1-18",18-13,19-10
"1-16,1-18",18-13,19-11
"1-16,1-18",18-13,19-12
"1-16,1-18",18-13,19-13
"1-16,1-18",18-13,19-14
"1-16,1-18",18-13,19-19
"1-16,1-18",18-13,19-20
"1-16,1-18",18-13,19-3
"1-16,1-18",18-13,19-4
"1-16,1-18",18-13,19-6
"1-16,1-18",18-13,19-7
"1-16,1-18",18-13,19-8
"1-16,1-18",18-13,19-9
"1-16,1-18",18-13,2-12
"1-16,1-18",18-13,2-13
"1-16,1-18",18-13,2-15
"1-16,1-18",18-13,2-16
"1-16,1-18",18-13,2-19
"1-16,1-18",18-13,2-20
"1-16,1-18",18-13,2-3
"1-16,1-18",18-13,2-4
"1-16,1-18",18-13,2-5
"1-16,1-18",18-13,2-6
"1-16,1-18",18-13,2-7
"1-16,1-18",18-13,2-8
"1-16,1-18",18-13,20-12
"1-16,1-18",18-13,20-14
"1-16,1-18",18-13,20-16
"1-16,1-18",18-13,20-18
"1-16,1-18",18-13,20-20
"1-16,1-18",18-13,20-3
"1-16,1-18",18-13,20-4
"1-16,1-18",18-13,20-5
"1-16,1-18",18-13,20-7
"1-16,1-18",18-13,20-8
"1-16,1-18",18-13,3-1
"1-16,1-18",18-13,3-13
"1-16,1-18",18-13,3-18
"1-16,1-18",18-13,3-2
"1-16,1-18",18-13,3-8
"1-16,1-18",18-13,4-1
"1-16,1-18",18-13,4-10
"1-16,1-18",18-13,4-11
"1-16,1-18",18-13,5-1
"1-16,1-18",18-13,5-5
"1-16,1-18",18-13,6-1
"1-16,1-18",18-13,6-6
"1-16,1-18",18-13,7-10
"1-16,1-18",18-13,7-11
"1-16,1-18",18-13,7-20
"1-16,1-18",18-13,7-7
"1-16,1-18",18-13,8-1
"1-16,1-18",18-13,8-13
"1-16,1-18",18-13,8-18
"1-16,1-18",18-13,8-3
"1-16,1-18",18-13,8-7
"1-16,1-18",18-13,8-8
"1-16,1-18",18-13,9-1
"1-16,1-18",18-13,9-20
"1-16,1-18",18-14,18-15
"1-16,1-18",18-14,18-16
"1-16,1-18",18-14,18-17
"1-16,1-18",18-14,18-2
"1-16,1-18",18-14,18-20
"1-16,1-18",18-14,18-4
"1-16,1-18",18-14,18-5
"1-16,1-18",18-14,18-7
"1-16,1-18",18-14,18-8
"1-16,1-18",18-14,18-9
"1-16,1-18",18-14,19-1
"1-16,1-18",18-14,19-10
"1-16,1-18",18-14,19-11
"1-16,1-18",18-14,19-12
"1-16,1-18",18-14,19-13
"1-16,1-18",18-14,19-14
"1-16,1-18",18-14,19-19
"1-16,1-18",18-14,19-20
"1-16,1-18",18-14,19-3
"1-16,1-18",18-14,19-4
"1-16,1-18",18-14,19-6
"1-16,1-18",18-14,19-7
"1-16,1-18",18-14,19-8
"1-16,1-18",18-14,19-9
"1-16,1-18",18-14,2-12
"1-16,1-18",18-14,2-13
"1-16,1-18",18-14,2-15
"1-16,1-18",18-14,2-16
"1-16,1-18",18-14,2-19
"1-16,1-18",18-14,2-20
"1-16,1-18",18-14,2-3
"1-16,1-18",18-14,2-4
"1-16,1-18",18-14,2-5
"1-16,1-18",18-14,2-6
"1-16,1-18",18-14,2-7
"1-16,1-18",18-14,2-8
"1-16,1-18",18-14,20-12
"1-16,1-18",18-14,20-14
"1-16,1-18",18-14,20-16
"1-16,1-18",18-14,20-18
"1-16,1-18",18-14,20-20
"1-16,1-18",18-14,20-3
"1-16,1-18",18-14,20-4
"1-16,1-18",18-14,20-5
"1-16,1-18",18-14,20-7
"1-16,1-18",18-14,20-8
"1-16,1-18",18-14,3-1
"1-16,1-18",18-14,3-13
"1-16,1-18",18-14,3-18
"1-16,1-18",18-14,3-2
"1-16,1-18",18-14,3-8
"1-16,1-18",18-14,4-1
"1-16,1-18",18-14,4-10
"1-16,1-18",18-14,4-11
"1-16,1-18",18-14,5-1
"1-16,1-18",18-14,5-5
"1-16,1-18",18-14,6-1
"1-16,1-18",18-14,6-6
"1-16,1-18",18-14,7-10
"1-16,1-18",18-14,7-11
"1-16,1-18",18-14,7-20
"1-16,1-18",18-14,7-7
"1-16,1-18",18-14,8-1
"1-16,1-18",18-14,8-13
"1-16,1-18",18-14,8-18
"1-16,1-18",18-14,8-3
"1-16,1-18",18-14,8-7
"1-16,1-18",18-14,8-8
"1-16,1-18",18-14,9-1
"1-16,1-18",18-14,9-20
"1-16,1-18",18-15,18-16
"1-16,1-18",18-15,18-17
"1-16,1-18",18-15,18-2
"1-16,1-18",18-15,18-20
"1-16,1-18",18-15,18-4
"1-16,1-18",18-15,18-5
"1-16,1-18",18-15,18-7
"1-16,1-18",18-15,18-8
"1-16,1-18",18-15,18-9
"1-16,1-18",18-15,19-1
"1-16,1-18",18-15,19-10
"1-16,1-18",18-15,19-11
"1-16,1-18",18-15,19-12
"1-16,1-18",18-15,19-13
"1-16,1-18",18-15,19-14
"1-16,1-18",18-15,19-19
"1-16,1-18",18-15,19-20
"1-16,1-18",18-15,19-3
"1-16,1-18",18-15,19-4
"1-16,1-18",18-15,19-6
"1-16,1-18",18-15,19-7
"1-16,1-18",18-15,19-8
"1-16,1-18",18-15,19-9
"1-16,1-18",18-15,2-12
"1-16,1-18",18-15,2-13
"1-16,1-18",18-15,2-15
"1-16,1-18",18-15,2-16
"1-16,1-18",18-15,2-19
"1-16,1-18",18-15,2-20
"1-16,1-18",18-15,2-3
"1-16,1-18",18-15,2-4
"1-16,1-18",18-15,2-5
"1-16,1-18",18-15,2-6
"1-16,1-18",18-15,2-7
"1-16,1-18",18-15,2-8
"1-16,1-18",18-15,20-12
"1-16,1-18",18-15,20-14
"1-16,1-18",18-15,20-16
"1-16,1-18",18-15,20-18
"1-16,1-18",18-15,20-20
"1-16,1-18",18-15,20-3
"1-16,1-18",18-15,20-4
"1-16,1-18",18-15,20-5
"1-16,1-18",18-15,20-7
"1-16,1-18",18-15,20-8
"1-16,1-18",18-15,3-1
"1-16,1-18",18-15,3-13
"1-16,1-18",18-15,3-18
"1-16,1-18",18-15,3-2
"1-16,1-18",18-15,3-8
"1-16,1-18",18-15,4-1
"1-16,1-18",18-15,4-10
"1-16,1-18",18-15,4-11
"1-16,1-18",18-15,5-1
"1-16,1-18",18-15,5-5
"1-16,1-18",18-15,6-1
"1-16,1-18",18-15,6-6
"1-16,1-18",18-15,7-10
"1-16,1-18",18-15,7-11
"1-16,1-18",18-15,7-20
"1-16,1-18",18-15,7-7
"1-16,1-18",18-15,8-1
"1-16,1-18",18-15,8-13
"1-16,1-18",18-15,8-18
"1-16,1-18",18-15,8-3
"1-16,1-18",18-15,8-7
"1-16,1-18",18-15,8-8
"1-16,1-18",18-15,9-1
"1-16,1-18",18-15,9-20
"1-16,1-18",18-16,18-17
"1-16,1-18",18-16,18-2
"1-16,1-18",18-16,18-20
"1-16,1-18",18-16,18-4
"1-16,1-18",18-16,18-5
"1-16,1-18",18-16,18-7
"1-16,1-18",18-16,18-8
"1-16,1-18",18-16,18-9
"1-16,1-18",18-16,19-1
"1-16,1-18",18-16,19-10
"1-16,1-18",18-16,19-11
"1-16,1-18",18-16,19-12
"1-16,1-18",18-16,19-13
"1-16,1-18",18-16,19-14
"1-16,1-18",18-16,19-19
"1-16,1-18",18-16,19-20
"1-16,1-18",18-16,19-3
"1-16,1-18",18-16,19-4
"1-16,1-18",18-16,19-6
"1-16,1-18",18-16,19-7
"1-16,1-18",18-16,19-8
"1-16,1-18",18-16,19-9
"1-16,1-18",18-16,2-12
"1-16,1-18",18-16,2-13
"1-16,1-18",18-16,2-15
"1-16,1-18",18-16,2-16
"1-16,1-18",18-16,2-19
"1-16,1-18",18-16,2-20
"1-16,1-18",18-16,2-3
"1-16,1-18",18-16,2-4
"1-16,1-18",18-16,2-5
"1-16,1-18",18-16,2-6
"1-16,1-18",18-16,2-7
"1-16,1-18",18-16,2-8
"1-16,1-18",18-16,20-12
"1-16,1-18",18-16,20-14
"1-16,1-18",18-16,20-16
"1-16,1-18",18-16,20-18
"1-16,1-18",18-16,20-20
"1-16,1-18",18-16,20-3
"1-16,1-18",18-16,20-4
"1-16,1-18",18-16,20-5
"1-16,1-18",18-16,20-7
"1-16,1-18",18-16,20-8
"1-16,1-18",18-16,3-1
"1-16,1-18",18-16,3-13
"1-16,1-18",18-16,3-18
"1-16,1-18",18-16,3-2
"1-16,1-18",18-16,3-8
"1-16,1-18",18-16,4-1
"1-16,1-18",18-16,4-10
"1-16,1-18",18-16,4-11
"1-16,1-18",18-16,5-1
"1-16,1-18",18-16,5-5
"1-16,1-18",18-16,6-1
"1-16,1-18",18-16,6-6
"1-16,1-18",18-16,7-10
"1-16,1-18",18-16,7-11
"1-16,1-18",18-16,7-20
"1-16,1-18",18-16,7-7
"1-16,1-18",18-16,8-1
"1-16,1-18",18-16,8-13
"1-16,1-18",18-16,8-18
"1-16,1-18",18-16,8-3
"1-16,1-18",18-16,8-7
"1-16,1-18",18-16,8-8
"1-16,1-18",18-16,9-1
"1-16,1-18",18-16,9-20
"1-16,1-18",18-17,18-2
"1-16,1-18",18-17,18-20
"1-16,1-18",18-17,18-4
"1-16,1-18",18-17,18-5
"1-16,1-18",18-17,18-7
"1-16,1-18",18-17,18-8
"1-16,1-18",18-17,18-9
"1-16,1-18",18-17,19-1
"1-16,1-18",18-17,19-10
"1-16,1-18",18-17,19-11
"1-16,1-18",18-17,19-12
"1-16,1-18",18-17,19-13
"1-16,1-18",18-17,19-14
"1-16,1-18",18-17,19-19
"1-16,1-18",18-17,19-20
"1-16,1-18",18-17,19-3
"1-16,1-18",18-17,19-4
"1-16,1-18",18-17,19-6
"1-16,1-18",18-17,19-7
"1-16,1-18",18-17,19-8
"1-16,1-18",18-17,19-9
"1-16,1-18",18-17,2-12
"1-16,1-18",18-17,2-13
"1-16,1-18",18-17,2-15
"1-16,1-18",18-17,2-16
"1-16,1-18",18-17,2-19
"1-16,1-18",18-17,2-20
"1-16,1-18",18-17,2-3
"1-16,1-18",18-17,2-4
"1-16,1-18",18-17,2-5
"1-16,1-18",18-17,2-6
"1-16,1-18",18-17,2-7
"1-16,1-18",18-17,2-8
"1-16,1-18",18-17,20-12
"1-16,1-18",18-17,20-14
"1-16,1-18",18-17,20-16
"1-16,1-18",18-17,20-18
"1-16,1-18",18-17,20-20
"1-16,1-18",18-17,20-3
"1-16,1-18",18-17,20-4
"1-16,1-18",18-17,20-5
"1-16,1-18",18-17,20-7
"1-16,1-18",18-17,20-8
"1-16,1-18",18-17,3-1
"1-16,1-18",18-17,3-13
"1-16,1-18",18-17,3-18
"1-16,1-18",18-17,3-2
"1-16,1-18",18-17,3-8
"1-16,1-18",18-17,4-1
"1-16,1-18",18-17,4-10
"1-16,1-18",18-17,4-11
"1-16,1-18",18-17,5-1
"1-16,1-18",18-17,5-5
"1-16,1-18",18-17,6-1
"1-16,1-18",18-17,6-6
"1-16,1-18",18-17,7-10
"1-16,1-18",18-17,7-11
"1-16,1-18",18-17,7-20
"1-16,1-18",18-17,7-7
"1-16,1-18",18-17,8-1
"1-16,1-18",18-17,8-13
"1-16,1-18",18-17,8-18
"1-16,1-18",18-17,8-3
"1-16,1-18",18-17,8-7
"1-16,1-18",18-17,8-8
"1-16,1-18",18-17,9-1
"1-16,1-18",18-17,9-20
"1-16,1-18",18-2,18-20
"1-16,1-18",18-2,18-4
"1-16,1-18",18-2,18-5
"1-16,1-18",18-2,18-7
"1-16,1-18",18-2,18-8
"1-16,1-18",18-2,18-9
"1-16,1-18",18-2,19-1
"1-16,1-18",18-2,19-10
"1-16,1-18",18-2,19-11
"1-16,1-18",18-2,19-12
"1-16,1-18",18-2,19-13
"1-16,1-18",18-2,19-14
"1-16,1-18",18-2,19-19
"1-16,1-18",18-2,19-20
"1-16,1-18",18-2,19-3
"1-16,1-18",18-2,19-4
"1-16,1-18",18-2,19-6
"1-16,1-18",18-2,19-7
"1-16,1-18",18-2,19-8
"1-16,1-18",18-2,19-9
"1-16,1-18",18-2,2-12
"1-16,1-18",18-2,2-13
"1-16,1-18",18-2,2-15
"1-16,1-18",18-2,2-16
"1-16,1-18",18-2,2-19
"1-16,1-18",18-2,2-20
"1-16,1-18",18-2,2-3
"1-16,1-18",18-2,2-4
"1-16,1-18",18-2,2-5
"1-16,1-18",18-2,2-6
"1-16,1-18",18-2,2-7
"1-16,1-18",18-2,2-8
"1-16,1-18",18-2,20-12
"1-16,1-18",18-2,20-14
"1-16,1-18",18-2,20-16
"1-16,1-18",18-2,20-18
"1-16,1-18",18-2,20-20
"1-16,1-18",18-2,20-3
"1-16,1-18",18-2,20-4
"1-16,1-18",18-2,20-5
"1-16,1-18",18-2,20-7
"1-16,1-18",18-2,20-8
"1-16,1-18",18-2,3-1
"1-16,1-18",18-2,3-13
"1-16,1-18",18-2,3-18
"1-16,1-18",18-2,3-2
"1-16,1-18",18-2,3-8
"1-16,1-18",18-2,4-1
"1-16,1-18",18-2,4-10
"1-16,1-18",18-2,4-11
"1-16,1-18",18-2,5-1
"1-16,1-18",18-2,5-5
"1-16,1-18",18-2,6-1
"1-16,1-18",18-2,6-6
"1-16,1-18",18-2,7-10
"1-16,1-18",18-2,7-11
"1-16,1-18",18-2,7-20
"1-16,1-18",18-2,7-7
"1-16,1-18",18-2,8-1
"1-16,1-18",18-2,8-13
"1-16,1-18",18-2,8-18
"1-16,1-18",18-2,8-3
"1-16,1-18",18-2,8-7
"1-16,1-18",18-2,8-8
"1-16,1-18",18-2,9-1
"1-16,1-18",18-2,9-20
"1-16,1-18",18-20,18-4
"1-16,1-18",18-20,18-5
"1-16,1-18",18-20,18-7
"1-16,1-18",18-20,18-8
"1-16,1-18",18-20,18-9
"1-16,1-18",18-20,19-1
"1-16,1-18",18-20,19-10
"1-16,1-18",18-20,19-11
"1-16,1-18",18-20,19-12
"1-16,1-18",18-20,19-13
"1-16,1-18",18-20,19-14
"1-16,1-18",18-20,19-19
"1-16,1-18",18-20,19-20
"1-16,1-18",18-20,19-3
"1-16,1-18",18-20,19-4
"1-16,1-18",18-20,19-6
"1-16,1-18",18-20,19-7
"1-16,1-18",18-20,19-8
"1-16,1-18",18-20,19-9
"1-16,1-18",18-20,2-12
"1-16,1-18",18-20,2-13
"1-16,1-18",18-20,2-15
"1-16,1-18",18-20,2-16
"1-16,1-18",18-20,2-19
"1-16,1-18",18-20,2-20
"1-16,1-18",18-20,2-3
"1-16,1-18",18-20,2-4
"1-16,1-18",18-20,2-5
"1-16,1-18",18-20,2-6
"1-16,1-18",18-20,2-7
"1-16,1-18",18-20,2-8
"1-16,1-18",18-20,20-12
"1-16,1-18",18-20,20-14
"1-16,1-18",18-20,20-16
"1-16,1-18",18-20,20-18
"1-16,1-18",18-20,20-20
"1-16,1-18",18-20,20-3
"1-16,1-18",18-20,20-4
"1-16,1-18",18-20,20-5
"1-16,1-18",18-20,20-7
"1-16,1-18",18-20,20-8
"1-16,1-18",18-20,3-1
"1-16,1-18",18-20,3-13
"1-16,1-18",18-20,3-18
"1-16,1-18",18-20,3-2
"1-16,1-18",18-20,3-8
"1-16,1-18",18-20,4-1
"1-16,1-18",18-20,4-10
"1-16,1-18",18-20,4-11
"1-16,1-18",18-20,5-1
"1-16,1-18",18-20,5-5
"1-16,1-18",18-20,6-1
"1-16,1-18",18-20,6-6
"1-16,1-18",18-20,7-10
"1-16,1-18",18-20,7-11
"1-16,1-18",18-20,7-20
"1-16,1-18",18-20,7-7
"1-16,1-18",18-20,8-1
"1-16,1-18",18-20,8-13
"1-16,1-18",18-20,8-18
"1-16,1-18",18-20,8-3
"1-16,1-18",18-20,8-7
"1-16,1-18",18-20,8-8
"1-16,1-18",18-20,9-1
"1-16,1-18",18-20,9-20
"1-16,1-18",18-4,18-5
"1-16,1-18",18-4,18-7
"1-16,1-18",18-4,18-8
"1-16,1-18",18-4,18-9
"1-16,1-18",18-4,19-1
"1-16,1-18",18-4,19-10
"1-16,1-18",18-4,19-11
"1-16,1-18",18-4,19-12
"1-16,1-18",18-4,19-13
"1-16,1-18",18-4,19-14
"1-16,1-18",18-4,19-19
"1-16,1-18",18-4,19-20
"1-16,1-18",18-4,19-3
"1-16,1-18",18-4,19-4
"1-16,1-18",18-4,19-6
"1-16,1-18",18-4,19-7
"1-16,1-18",18-4,19-8
"1-16,1-18",18-4,19-9
"1-16,1-18",18-4,2-12
"1-16,1-18",18-4,2-13
"1-16,1-18",18-4,2-15
"1-16,1-18",18-4,2-16
"1-16,1-18",18-4,2-19
"1-16,1-18",18-4,2-20
"1-16,1-18",18-4,2-3
"1-16,1-18",18-4,2-4
"1-16,1-18",18-4,2-5
"1-16,1-18",18-4,2-6
"1-16,1-18",18-4,2-7
"1-16,1-18",18-4,2-8
"1-16,1-18",18-4,20-12
"1-16,1-18",18-4,20-14
"1-16,1-18",18-4,20-16
"1-16,1-18",18-4,20-18
"1-16,1-18",18-4,20-20
"1-16,1-18",18-4,20-3
"1-16,1-18",18-4,20-4
"1-16,1-18",18-4,20-5
"1-16,1-18",18-4,20-7
"1-16,1-18",18-4,20-8
"1-16,1-18",18-4,3-1
"1-16,1-18",18-4,3-13
"1-16,1-18",18-4,3-18
"1-16,1-18",18-4,3-2
"1-16,1-18",18-4,3-8
"1-16,1-18",18-4,4-1
"1-16,1-18",18-4,4-10
"1-16,1-18",18-4,4-11
"1-16,1-18",18-4,5-1
"1-16,1-18",18-4,5-5
"1-16,1-18",18-4,6-1
"1-16,1-18",18-4,6-6
"1-16,1-18",18-4,7-10
"1-16,1-18",18-4,7-11
"1-16,1-18",18-4,7-20
"1-16,1-18",18-4,7-7
"1-16,1-18",18-4,8-1
"1-16,1-18",18-4,8-13
"1-16,1-18",18-4,8-18
"1-16,1-18",18-4,8-3
"1-16,1-18",18-4,8-7
"1-16,1-18",18-4,8-8
"1-16,1-18",18-4,9-1
"1-16,1-18",18-4,9-20
"1-16,1-18",18-5,18-7
"1-16,1-18",18-5,18-8
"1-16,1-18",18-5,18-9
"1-16,1-18",18-5,19-1
"1-16,1-18",18-5,19-10
"1-16,1-18",18-5,19-11
"1-16,1-18",18-5,19-12
"1-16,1-18",18-5,19-13
"1-16,1-18",18-5,19-14
"1-16,1-18",18-5,19-19
"1-16,1-18",18-5,19-20
"1-16,1-18",18-5,19-3
"1-16,1-18",18-5,19-4
"1-16,1-18",18-5,19-6
"1-16,1-18",18-5,19-7
"1-16,1-18",18-5,19-8
"1-16,1-18",18-5,19-9
"1-16,1-18",18-5,2-12
"1-16,1-18",18-5,2-13
"1-16,1-18",18-5,2-15
"1-16,1-18",18-5,2-16
"1-16,1-18",18-5,2-19
"1-16,1-18",18-5,2-20
"1-16,1-18",18-5,2-3
"1-16,1-18",18-5,2-4
"1-16,1-18",18-5,2-5
"1-16,1-18",18-5,2-6
"1-16,1-18",18-5,2-7
"1-16,1-18",18-5,2-8
"1-16,1-18",18-5,20-12
"1-16,1-18",18-5,20-14
"1-16,1-18",18-5,20-16
"1-16,1-18",18-5,20-18
"1-16,1-18",18-5,20-20
"1-16,1-18",18-5,20-3
"1-16,1-18",18-5,20-4
"1-16,1-18",18-5,20-5
"1-16,1-18",18-5,20-7
"1-16,1-18",18-5,20-8
"1-16,1-18",18-5,3-1
"1-16,1-18",18-5,3-13
"1-16,1-18",18-5,3-18
"1-16,1-18",18-5,3-2
"1-16,1-18",18-5,3-8
"1-16,1-18",18-5,4-1
"1-16,1-18",18-5,4-10
"1-16,1-18",18-5,4-11
"1-16,1-18",18-5,5-1
"1-16,1-18",18-5,5-5
"1-16,1-18",18-5,6-1
"1-16,1-18",18-5,6-6
"1-16,1-18",18-5,7-10
"1-16,1-18",18-5,7-11
"1-16,1-18",18-5,7-20
"1-16,1-18",18-5,7-7
"1-16,1-18",18-5,8-1
"1-16,1-18",18-5,8-13
"1-16,1-18",18-5,8-18
"1-16,1-18",18-5,8-3
"1-16,1-18",18-5,8-7
"1-16,1-18",18-5,8-8
"1-16,1-18",18-5,9-1
"1-16,1-18",18-5,9-20
"1-16,1-18",18-7,18-8
"1-16,1-18",18-7,18-9
"1-16,1-18",18-7,19-1
"1-16,1-18",18-7,19-10
"1-16,1-18",18-7,19-11
"1-16,1-18",18-7,19-12
"1-16,1-18",18-7,19-13
"1-16,1-18",18-7,19-14
"1-16,1-18",18-7,19-19
"1-16,1-18",18-7,19-20
"1-16,1-18",18-7,19-3
"1-16,1-18",18-7,19-4
"1-16,1-18",18-7,19-6
"1-16,1-18",18-7,19-7
"1-16,1-18",18-7,19-8
"1-16,1-18",18-7,19-9
"1-16,1-18",18-7,2-12
"1-16,1-18",18-7,2-13
"1-16,1-18",18-7,2-15
"1-16,1-18",18-7,2-16
"1-16,1-18",18-7,2-19
"1-16,1-18",18-7,2-20
"1-16,1-18",18-7,2-3
"1-16,1-18",18-7,2-4
"1-16,1-18",18-7,2-5
"1-16,1-18",18-7,2-6
"1-16,1-18",18-7,2-7
"1-16,1-18",18-7,2-8
"1-16,1-18",18-7,20-12
"1-16,1-18",18-7,20-14
"1-16,1-18",18-7,20-16
"1-16,1-18",18-7,20-18
"1-16,1-18",18-7,20-20
"1-16,1-18",18-7,20-3
"1-16,1-18",18-7,20-4
"1-16,1-18",18-7,20-5
"1-16,1-18",18-7,20-7
"1-16,1-18",18-7,20-8
"1-16,1-18",18-7,3-1
"1-16,1-18",18-7,3-13
"1-16,1-18",18-7,3-18
"1-16,1-18",18-7,3-2
"1-16,1-18",18-7,3-8
"1-16,1-18",18-7,4-1
"1-16,1-18",18-7,4-10
"1-16,1-18",18-7,4-11
"1-16,1-18",18-7,5-1
"1-16,1-18",18-7,5-5
"1-16,1-18",18-7,6-1
"1-16,1-18",18-7,6-6
"1-16,1-18",18-7,7-10
"1-16,1-18",18-7,7-11
"1-16,1-18",18-7,7-20
"1-16,1-18",18-7,7-7
"1-16,1-18",18-7,8-1
"1-16,1-18",18-7,8-13
"1-16,1-18",18-7,8-18
"1-16,1-18",18-7,8-3
"1-16,1-18",18-7,8-7
"1-16,1-18",18-7,8-8
"1-16,1-18",18-7,9-1
"1-16,1-18",18-7,9-20
"1-16,1-18",18-8,18-9
"1-16,1-18",18-8,19-1
"1-16,1-18",18-8,19-10
"1-16,1-18",18-8,19-11
"1-16,1-18",18-8,19-12
"1-16,1-18",18-8,19-13
"1-16,1-18",18-8,19-14
"1-16,1-18",18-8,19-19
"1-16,1-18",18-8,19-20
"1-16,1-18",18-8,19-3
"1-16,1-18",18-8,19-4
"1-16,1-18",18-8,19-6
"1-16,1-18",18-8,19-7
"1-16,1-18",18-8,19-8
"1-16,1-18",18-8,19-9
"1-16,1-18",18-8,2-12
"1-16,1-18",18-8,2-13
"1-16,1-18",18-8,2-15
"1-16,1-18",18-8,2-16
"1-16,1-18",18-8,2-19
"1-16,1-18",18-8,2-20
"1-16,1-18",18-8,2-3
"1-16,1-18",18-8,2-4
"1-16,1-18",18-8,2-5
"1-16,1-18",18-8,2-6
"1-16,1-18",18-8,2-7
"1-16,1-18",18-8,2-8
"1-16,1-18",18-8,20-12
"1-16,1-18",18-8,20-14
"1-16,1-18",18-8,20-16
"1-16,1-18",18-8,20-18
"1-16,1-18",18-8,20-20
"1-16,1-18",18-8,20-3
"1-16,1-18",18-8,20-4
"1-16,1-18",18-8,20-5
"1-16,1-18",18-8,20-7
"1-16,1-18",18-8,20-8
"1-16,1-18",18-8,3-1
"1-16,1-18",18-8,3-13
"1-16,1-18",18-8,3-18
"1-16,1-18",18-8,3-2
"1-16,1-18",18-8,3-8
"1-16,1-18",18-8,4-1
"1-16,1-18",18-8,4-10
"1-16,1-18",18-8,4-11
"1-16,1-18",18-8,5-1
"1-16,1-18",18-8,5-5
"1-16,1-18",18-8,6-1
"1-16,1-18",18-8,6-6
"1-16,1-18",18-8,7-10
"1-16,1-18",18-8,7-11
"1-16,1-18",18-8,7-20
"1-16,1-18",18-8,7-7
"1-16,1-18",18-8,8-1
"1-16,1-18",18-8,8-13
"1-16,1-18",18-8,8-18
"1-16,1-18",18-8,8-3
"1-16,1-18",18-8,8-7
"1-16,1-18",18-8,8-8
"1-16,1-18",18-8,9-1
"1-16,1-18",18-8,9-20
"1-16,1-18",18-9,19-1
"1-16,1-18",18-9,19-10
"1-16,1-18",18-9,19-11
"1-16,1-18",18-9,19-12
"1-16,1-18",18-9,19-13
"1-16,1-18",18-9,19-14
"1-16,1-18",18-9,19-19
"1-16,1-18",18-9,19-20
"1-16,1-18",18-9,19-3
"1-16,1-18",18-9,19-4
"1-16,1-18",18-9,19-6
"1-16,1-18",18-9,19-7
"1-16,1-18",18-9,19-8
"1-16,1-18",18-9,19-9
"1-16,1-18",18-9,2-12
"1-16,1-18",18-9,2-13
"1-16,1-18",18-9,2-15
"1-16,1-18",18-9,2-16
"1-16,1-18",18-9,2-19
"1-16,1-18",18-9,2-20
"1-16,1-18",18-9,2-3
"1-16,1-18",18-9,2-4
"1-16,1-18",18-9,2-5
"1-16,1-18",18-9,2-6
"1-16,1-18",18-9,2-7
"1-16,1-18",18-9,2-8
"1-16,1-18",18-9,20-12
"1-16,1-18",18-9,20-14
"1-16,1-18",18-9,20-16
"1-16,1-18",18-9,20-18
"1-16,1-18",18-9,20-20
"1-16,1-18",18-9,20-3
"1-16,1-18",18-9,20-4
"1-16,1-18",18-9,20-5
"1-16,1-18",18-9,20-7
"1-16,1-18",18-9,20-8
"1-16,1-18",18-9,3-1
"1-16,1-18",18-9,3-13
"1-16,1-18",18-9,3-18
"1-16,1-18",18-9,3-2
"1-16,1-18",18-9,3-8
"1-16,1-18",18-9,4-1
"1-16,1-18",18-9,4-10
"1-16,1-18",18-9,4-11
"1-16,1-18",18-9,5-1
"1-16,1-18",18-9,5-5
"1-16,1-18",18-9,6-1
"1-16,1-18",18-9,6-6
"1-16,1-18",18-9,7-10
"1-16,1-18",18-9,7-11
"1-16,1-18",18-9,7-20
"1-16,1-18",18-9,7-7
"1-16,1-18",18-9,8-1
"1-16,1-18",18-9,8-13
"1-16,1-18",18-9,8-18
"1-16,1-18",18-9,8-3
"1-16,1-18",18-9,8-7
"1-16,1-18",18-9,8-8
"1-16,1-18",18-9,9-1
"1-16,1-18",18-9,9-20
"1-16,1-18",19-1,19-10
"1-16,1-18",19-1,19-11
"1-16,1-18",19-1,19-12
"1-16,1-18",19-1,19-13
"1-16,1-18",19-1,19-14
"1-16,1-18",19-1,19-19
"1-16,1-18",19-1,19-20
"1-16,1-18",19-1,19-3
"1-16,1-18",19-1,19-4
"1-16,1-18",19-1,19-6
"1-16,1-18",19-1,19-7
"1-16,1-18",19-1,19-8
"1-16,1-18",19-1,19-9
"1-16,1-18",19-1,2-12
"1-16,1-18",19-1,2-13
"1-16,1-18",19-1,2-15
"1-16,1-18",19-1,2-16
"1-16,1-18",19-1,2-19
"1-16,1-18",19-1,2-20
"1-16,1-18",19-1,2-3
