domain,seen_new_a,seen_new_b,samples_a,samples_b
7-14,11-7,18-15,200,200
7-14,11-7,18-16,200,200
7-14,11-7,18-17,200,200
7-14,11-7,18-2,200,200
7-14,11-7,18-20,200,200
7-14,11-7,18-4,200,200
7-14,11-7,18-5,200,200
7-14,11-7,18-7,200,200
7-14,11-7,18-8,200,200
7-14,11-7,18-9,200,200
7-14,11-7,19-1,200,200
7-14,11-7,19-10,200,200
7-14,11-7,19-11,200,200
7-14,11-7,19-12,200,200
7-14,11-7,19-13,200,200
7-14,11-7,19-14,200,200
7-14,11-7,19-19,200,200
7-14,11-7,19-2,200,200
7-14,11-7,19-20,200,200
7-14,11-7,19-3,200,200
7-14,11-7,19-4,200,200
7-14,11-7,19-6,200,200
7-14,11-7,19-7,200,200
7-14,11-7,19-8,200,200
7-14,11-7,19-9,200,200
7-14,11-7,2-12,200,200
7-14,11-7,2-13,200,200
7-14,11-7,2-14,200,200
7-14,11-7,2-15,200,200
7-14,11-7,2-16,200,150
7-14,11-7,2-17,200,200
7-14,11-7,2-19,200,200
7-14,11-7,2-20,200,150
7-14,11-7,2-3,200,200
7-14,11-7,2-4,200,200
7-14,11-7,2-5,200,200
7-14,11-7,2-6,200,165
7-14,11-7,2-7,200,200
7-14,11-7,2-8,200,200
7-14,11-7,20-1,200,200
7-14,11-7,20-12,200,200
7-14,11-7,20-14,200,200
7-14,11-7,20-16,200,200
7-14,11-7,20-18,200,200
7-14,11-7,20-20,200,200
7-14,11-7,20-3,200,200
7-14,11-7,20-4,200,200
7-14,11-7,20-5,200,200
7-14,11-7,20-7,200,200
7-14,11-7,20-8,200,200
7-14,11-7,3-1,200,200
7-14,11-7,3-13,200,200
7-14,11-7,3-18,200,200
7-14,11-7,3-19,200,200
7-14,11-7,3-2,200,200
7-14,11-7,3-20,200,200
7-14,11-7,3-8,200,200
7-14,11-7,4-1,200,200
7-14,11-7,4-10,200,200
7-14,11-7,4-11,200,200
7-14,11-7,5-1,200,169
7-14,11-7,5-16,200,200
7-14,11-7,5-20,200,200
7-14,11-7,5-5,200,200
7-14,11-7,6-1,200,200
7-14,11-7,6-6,200,200
7-14,11-7,7-10,200,200
7-14,11-7,7-11,200,200
7-14,11-7,7-20,200,200
7-14,11-7,7-7,200,200
7-14,11-7,7-8,200,200
7-14,11-7,7-9,200,200
7-14,11-7,8-1,200,200
7-14,11-7,8-13,200,200
7-14,11-7,8-18,200,200
7-14,11-7,8-3,200,200
7-14,11-7,8-7,200,150
7-14,11-7,8-8,200,200
7-14,11-7,9-1,200,200
7-14,11-7,9-20,200,200
7-14,11-7,9-7,200,200
7-14,12-19,12-20,200,200
7-14,12-19,12-7,200,200
7-14,12-19,13-14,200,200
7-14,12-19,13-19,200,200
7-14,12-19,13-20,200,175
7-14,12-19,13-3,200,200
7-14,12-19,13-7,200,200
7-14,12-19,14-11,200,200
7-14,12-19,14-12,200,200
7-14,12-19,14-13,200,200
7-14,12-19,14-14,200,200
7-14,12-19,14-20,200,200
7-14,12-19,14-8,200,200
7-14,12-19,14-9,200,200
7-14,12-19,15-1,200,200
7-14,12-19,15-19,200,200
7-14,12-19,15-6,200,200
7-14,12-19,16-1,200,200
7-14,12-19,16-16,200,200
7-14,12-19,16-19,200,200
7-14,12-19,16-20,200,200
7-14,12-19,16-5,200,150
7-14,12-19,17-10,200,200
7-14,12-19,17-11,200,200
7-14,12-19,18-1,200,200
7-14,12-19,18-10,200,200
7-14,12-19,18-11,200,200
7-14,12-19,18-12,200,200
7-14,12-19,18-13,200,200
7-14,12-19,18-14,200,200
7-14,12-19,18-15,200,200
7-14,12-19,18-16,200,200
7-14,12-19,18-17,200,200
7-14,12-19,18-2,200,200
7-14,12-19,18-20,200,200
7-14,12-19,18-4,200,200
7-14,12-19,18-5,200,200
7-14,12-19,18-7,200,200
7-14,12-19,18-8,200,200
7-14,12-19,18-9,200,200
7-14,12-19,19-1,200,200
7-14,12-19,19-10,200,200
7-14,12-19,19-11,200,200
7-14,12-19,19-12,200,200
7-14,12-19,19-13,200,200
7-14,12-19,19-14,200,200
7-14,12-19,19-19,200,200
7-14,12-19,19-2,200,200
7-14,12-19,19-20,200,200
7-14,12-19,19-3,200,200
7-14,12-19,19-4,200,200
7-14,12-19,19-6,200,200
7-14,12-19,19-7,200,200
7-14,12-19,19-8,200,200
7-14,12-19,19-9,200,200
7-14,12-19,2-12,200,200
7-14,12-19,2-13,200,200
7-14,12-19,2-14,200,200
7-14,12-19,2-15,200,200
7-14,12-19,2-16,200,150
7-14,12-19,2-17,200,200
7-14,12-19,2-19,200,200
7-14,12-19,2-20,200,150
7-14,12-19,2-3,200,200
7-14,12-19,2-4,200,200
7-14,12-19,2-5,200,200
7-14,12-19,2-6,200,165
7-14,12-19,2-7,200,200
7-14,12-19,2-8,200,200
7-14,12-19,20-1,200,200
7-14,12-19,20-12,200,200
7-14,12-19,20-14,200,200
7-14,12-19,20-16,200,200
7-14,12-19,20-18,200,200
7-14,12-19,20-20,200,200
7-14,12-19,20-3,200,200
7-14,12-19,20-4,200,200
7-14,12-19,20-5,200,200
7-14,12-19,20-7,200,200
7-14,12-19,20-8,200,200
7-14,12-19,3-1,200,200
7-14,12-19,3-13,200,200
7-14,12-19,3-18,200,200
7-14,12-19,3-19,200,200
7-14,12-19,3-2,200,200
7-14,12-19,3-20,200,200
7-14,12-19,3-8,200,200
7-14,12-19,4-1,200,200
7-14,12-19,4-10,200,200
7-14,12-19,4-11,200,200
7-14,12-19,5-1,200,169
7-14,12-19,5-16,200,200
7-14,12-19,5-20,200,200
7-14,12-19,5-5,200,200
7-14,12-19,6-1,200,200
7-14,12-19,6-6,200,200
7-14,12-19,7-10,200,200
7-14,12-19,7-11,200,200
7-14,12-19,7-20,200,200
7-14,12-19,7-7,200,200
7-14,12-19,7-8,200,200
7-14,12-19,7-9,200,200
7-14,12-19,8-1,200,200
7-14,12-19,8-13,200,200
7-14,12-19,8-18,200,200
7-14,12-19,8-3,200,200
7-14,12-19,8-7,200,150
7-14,12-19,8-8,200,200
7-14,12-19,9-1,200,200
7-14,12-19,9-20,200,200
7-14,12-19,9-7,200,200
7-14,12-20,12-7,200,200
7-14,12-20,13-14,200,200
7-14,12-20,13-19,200,200
7-14,12-20,13-20,200,175
7-14,12-20,13-3,200,200
7-14,12-20,13-7,200,200
7-14,12-20,14-11,200,200
7-14,12-20,14-12,200,200
7-14,12-20,14-13,200,200
7-14,12-20,14-14,200,200
7-14,12-20,14-20,200,200
7-14,12-20,14-8,200,200
7-14,12-20,14-9,200,200
7-14,12-20,15-1,200,200
7-14,12-20,15-19,200,200
7-14,12-20,15-6,200,200
7-14,12-20,16-1,200,200
7-14,12-20,16-16,200,200
7-14,12-20,16-19,200,200
7-14,12-20,16-20,200,200
7-14,12-20,16-5,200,150
7-14,12-20,17-10,200,200
7-14,12-20,17-11,200,200
7-14,12-20,18-1,200,200
7-14,12-20,18-10,200,200
7-14,12-20,18-11,200,200
7-14,12-20,18-12,200,200
7-14,12-20,18-13,200,200
7-14,12-20,18-14,200,200
7-14,12-20,18-15,200,200
7-14,12-20,18-16,200,200
7-14,12-20,18-17,200,200
7-14,12-20,18-2,200,200
7-14,12-20,18-20,200,200
7-14,12-20,18-4,200,200
7-14,12-20,18-5,200,200
7-14,12-20,18-7,200,200
7-14,12-20,18-8,200,200
7-14,12-20,18-9,200,200
7-14,12-20,19-1,200,200
7-14,12-20,19-10,200,200
7-14,12-20,19-11,200,200
7-14,12-20,19-12,200,200
7-14,12-20,19-13,200,200
7-14,12-20,19-14,200,200
7-14,12-20,19-19,200,200
7-14,12-20,19-2,200,200
7-14,12-20,19-20,200,200
7-14,12-20,19-3,200,200
7-14,12-20,19-4,200,200
7-14,12-20,19-6,200,200
7-14,12-20,19-7,200,200
7-14,12-20,19-8,200,200
7-14,12-20,19-9,200,200
7-14,12-20,2-12,200,200
7-14,12-20,2-13,200,200
7-14,12-20,2-14,200,200
7-14,12-20,2-15,200,200
7-14,12-20,2-16,200,150
7-14,12-20,2-17,200,200
7-14,12-20,2-19,200,200
7-14,12-20,2-20,200,150
7-14,12-20,2-3,200,200
7-14,12-20,2-4,200,200
7-14,12-20,2-5,200,200
7-14,12-20,2-6,200,165
7-14,12-20,2-7,200,200
7-14,12-20,2-8,200,200
7-14,12-20,20-1,200,200
7-14,12-20,20-12,200,200
7-14,12-20,20-14,200,200
7-14,12-20,20-16,200,200
7-14,12-20,20-18,200,200
7-14,12-20,20-20,200,200
7-14,12-20,20-3,200,200
7-14,12-20,20-4,200,200
7-14,12-20,20-5,200,200
7-14,12-20,20-7,200,200
7-14,12-20,20-8,200,200
7-14,12-20,3-1,200,200
7-14,12-20,3-13,200,200
7-14,12-20,3-18,200,200
7-14,12-20,3-19,200,200
7-14,12-20,3-2,200,200
7-14,12-20,3-20,200,200
7-14,12-20,3-8,200,200
7-14,12-20,4-1,200,200
7-14,12-20,4-10,200,200
7-14,12-20,4-11,200,200
7-14,12-20,5-1,200,169
7-14,12-20,5-16,200,200
7-14,12-20,5-20,200,200
7-14,12-20,5-5,200,200
7-14,12-20,6-1,200,200
7-14,12-20,6-6,200,200
7-14,12-20,7-10,200,200
7-14,12-20,7-11,200,200
7-14,12-20,7-20,200,200
7-14,12-20,7-7,200,200
7-14,12-20,7-8,200,200
7-14,12-20,7-9,200,200
7-14,12-20,8-1,200,200
7-14,12-20,8-13,200,200
7-14,12-20,8-18,200,200
7-14,12-20,8-3,200,200
7-14,12-20,8-7,200,150
7-14,12-20,8-8,200,200
7-14,12-20,9-1,200,200
7-14,12-20,9-20,200,200
7-14,12-20,9-7,200,200
7-14,12-7,13-14,200,200
7-14,12-7,13-19,200,200
7-14,12-7,13-20,200,175
7-14,12-7,13-3,200,200
7-14,12-7,13-7,200,200
7-14,12-7,14-11,200,200
7-14,12-7,14-12,200,200
7-14,12-7,14-13,200,200
7-14,12-7,14-14,200,200
7-14,12-7,14-20,200,200
7-14,12-7,14-8,200,200
7-14,12-7,14-9,200,200
7-14,12-7,15-1,200,200
7-14,12-7,15-19,200,200
7-14,12-7,15-6,200,200
7-14,12-7,16-1,200,200
7-14,12-7,16-16,200,200
7-14,12-7,16-19,200,200
7-14,12-7,16-20,200,200
7-14,12-7,16-5,200,150
7-14,12-7,17-10,200,200
7-14,12-7,17-11,200,200
7-14,12-7,18-1,200,200
7-14,12-7,18-10,200,200
7-14,12-7,18-11,200,200
7-14,12-7,18-12,200,200
7-14,12-7,18-13,200,200
7-14,12-7,18-14,200,200
7-14,12-7,18-15,200,200
7-14,12-7,18-16,200,200
7-14,12-7,18-17,200,200
7-14,12-7,18-2,200,200
7-14,12-7,18-20,200,200
7-14,12-7,18-4,200,200
7-14,12-7,18-5,200,200
7-14,12-7,18-7,200,200
7-14,12-7,18-8,200,200
7-14,12-7,18-9,200,200
7-14,12-7,19-1,200,200
7-14,12-7,19-10,200,200
7-14,12-7,19-11,200,200
7-14,12-7,19-12,200,200
7-14,12-7,19-13,200,200
7-14,12-7,19-14,200,200
7-14,12-7,19-19,200,200
7-14,12-7,19-2,200,200
7-14,12-7,19-20,200,200
7-14,12-7,19-3,200,200
7-14,12-7,19-4,200,200
7-14,12-7,19-6,200,200
7-14,12-7,19-7,200,200
7-14,12-7,19-8,200,200
7-14,12-7,19-9,200,200
7-14,12-7,2-12,200,200
7-14,12-7,2-13,200,200
7-14,12-7,2-14,200,200
7-14,12-7,2-15,200,200
7-14,12-7,2-16,200,150
7-14,12-7,2-17,200,200
7-14,12-7,2-19,200,200
7-14,12-7,2-20,200,150
7-14,12-7,2-3,200,200
7-14,12-7,2-4,200,200
7-14,12-7,2-5,200,200
7-14,12-7,2-6,200,165
7-14,12-7,2-7,200,200
7-14,12-7,2-8,200,200
7-14,12-7,20-1,200,200
7-14,12-7,20-12,200,200
7-14,12-7,20-14,200,200
7-14,12-7,20-16,200,200
7-14,12-7,20-18,200,200
7-14,12-7,20-20,200,200
7-14,12-7,20-3,200,200
7-14,12-7,20-4,200,200
7-14,12-7,20-5,200,200
7-14,12-7,20-7,200,200
7-14,12-7,20-8,200,200
7-14,12-7,3-1,200,200
7-14,12-7,3-13,200,200
7-14,12-7,3-18,200,200
7-14,12-7,3-19,200,200
7-14,12-7,3-2,200,200
7-14,12-7,3-20,200,200
7-14,12-7,3-8,200,200
7-14,12-7,4-1,200,200
7-14,12-7,4-10,200,200
7-14,12-7,4-11,200,200
7-14,12-7,5-1,200,169
7-14,12-7,5-16,200,200
7-14,12-7,5-20,200,200
7-14,12-7,5-5,200,200
7-14,12-7,6-1,200,200
7-14,12-7,6-6,200,200
7-14,12-7,7-10,200,200
7-14,12-7,7-11,200,200
7-14,12-7,7-20,200,200
7-14,12-7,7-7,200,200
7-14,12-7,7-8,200,200
7-14,12-7,7-9,200,200
7-14,12-7,8-1,200,200
7-14,12-7,8-13,200,200
7-14,12-7,8-18,200,200
7-14,12-7,8-3,200,200
7-14,12-7,8-7,200,150
7-14,12-7,8-8,200,200
7-14,12-7,9-1,200,200
7-14,12-7,9-20,200,200
7-14,12-7,9-7,200,200
7-14,13-14,13-19,200,200
7-14,13-14,13-20,200,175
7-14,13-14,13-3,200,200
7-14,13-14,13-7,200,200
7-14,13-14,14-11,200,200
7-14,13-14,14-12,200,200
7-14,13-14,14-13,200,200
7-14,13-14,14-14,200,200
7-14,13-14,14-20,200,200
7-14,13-14,14-8,200,200
7-14,13-14,14-9,200,200
7-14,13-14,15-1,200,200
7-14,13-14,15-19,200,200
7-14,13-14,15-6,200,200
7-14,13-14,16-1,200,200
7-14,13-14,16-16,200,200
7-14,13-14,16-19,200,200
7-14,13-14,16-20,200,200
7-14,13-14,16-5,200,150
7-14,13-14,17-10,200,200
7-14,13-14,17-11,200,200
7-14,13-14,18-1,200,200
7-14,13-14,18-10,200,200
7-14,13-14,18-11,200,200
7-14,13-14,18-12,200,200
7-14,13-14,18-13,200,200
7-14,13-14,18-14,200,200
7-14,13-14,18-15,200,200
7-14,13-14,18-16,200,200
7-14,13-14,18-17,200,200
7-14,13-14,18-2,200,200
7-14,13-14,18-20,200,200
7-14,13-14,18-4,200,200
7-14,13-14,18-5,200,200
7-14,13-14,18-7,200,200
7-14,13-14,18-8,200,200
7-14,13-14,18-9,200,200
7-14,13-14,19-1,200,200
7-14,13-14,19-10,200,200
7-14,13-14,19-11,200,200
7-14,13-14,19-12,200,200
7-14,13-14,19-13,200,200
7-14,13-14,19-14,200,200
7-14,13-14,19-19,200,200
7-14,13-14,19-2,200,200
7-14,13-14,19-20,200,200
7-14,13-14,19-3,200,200
7-14,13-14,19-4,200,200
7-14,13-14,19-6,200,200
7-14,13-14,19-7,200,200
7-14,13-14,19-8,200,200
7-14,13-14,19-9,200,200
7-14,13-14,2-12,200,200
7-14,13-14,2-13,200,200
7-14,13-14,2-14,200,200
7-14,13-14,2-15,200,200
7-14,13-14,2-16,200,150
7-14,13-14,2-17,200,200
7-14,13-14,2-19,200,200
7-14,13-14,2-20,200,150
7-14,13-14,2-3,200,200
7-14,13-14,2-4,200,200
7-14,13-14,2-5,200,200
7-14,13-14,2-6,200,165
7-14,13-14,2-7,200,200
7-14,13-14,2-8,200,200
7-14,13-14,20-1,200,200
7-14,13-14,20-12,200,200
7-14,13-14,20-14,200,200
7-14,13-14,20-16,200,200
7-14,13-14,20-18,200,200
7-14,13-14,20-20,200,200
7-14,13-14,20-3,200,200
7-14,13-14,20-4,200,200
7-14,13-14,20-5,200,200
7-14,13-14,20-7,200,200
7-14,13-14,20-8,200,200
7-14,13-14,3-1,200,200
7-14,13-14,3-13,200,200
7-14,13-14,3-18,200,200
7-14,13-14,3-19,200,200
7-14,13-14,3-2,200,200
7-14,13-14,3-20,200,200
7-14,13-14,3-8,200,200
7-14,13-14,4-1,200,200
7-14,13-14,4-10,200,200
7-14,13-14,4-11,200,200
7-14,13-14,5-1,200,169
7-14,13-14,5-16,200,200
7-14,13-14,5-20,200,200
7-14,13-14,5-5,200,200
7-14,13-14,6-1,200,200
7-14,13-14,6-6,200,200
7-14,13-14,7-10,200,200
7-14,13-14,7-11,200,200
7-14,13-14,7-20,200,200
7-14,13-14,7-7,200,200
7-14,13-14,7-8,200,200
7-14,13-14,7-9,200,200
7-14,13-14,8-1,200,200
7-14,13-14,8-13,200,200
7-14,13-14,8-18,200,200
7-14,13-14,8-3,200,200
7-14,13-14,8-7,200,150
7-14,13-14,8-8,200,200
7-14,13-14,9-1,200,200
7-14,13-14,9-20,200,200
7-14,13-14,9-7,200,200
7-14,13-19,13-20,200,175
7-14,13-19,13-3,200,200
7-14,13-19,13-7,200,200
7-14,13-19,14-11,200,200
7-14,13-19,14-12,200,200
7-14,13-19,14-13,200,200
7-14,13-19,14-14,200,200
7-14,13-19,14-20,200,200
7-14,13-19,14-8,200,200
7-14,13-19,14-9,200,200
7-14,13-19,15-1,200,200
7-14,13-19,15-19,200,200
7-14,13-19,15-6,200,200
7-14,13-19,16-1,200,200
7-14,13-19,16-16,200,200
7-14,13-19,16-19,200,200
7-14,13-19,16-20,200,200
7-14,13-19,16-5,200,150
7-14,13-19,17-10,200,200
7-14,13-19,17-11,200,200
7-14,13-19,18-1,200,200
7-14,13-19,18-10,200,200
7-14,13-19,18-11,200,200
7-14,13-19,18-12,200,200
7-14,13-19,18-13,200,200
7-14,13-19,18-14,200,200
7-14,13-19,18-15,200,200
7-14,13-19,18-16,200,200
7-14,13-19,18-17,200,200
7-14,13-19,18-2,200,200
7-14,13-19,18-20,200,200
7-14,13-19,18-4,200,200
7-14,13-19,18-5,200,200
7-14,13-19,18-7,200,200
7-14,13-19,18-8,200,200
7-14,13-19,18-9,200,200
7-14,13-19,19-1,200,200
7-14,13-19,19-10,200,200
7-14,13-19,19-11,200,200
7-14,13-19,19-12,200,200
7-14,13-19,19-13,200,200
7-14,13-19,19-14,200,200
7-14,13-19,19-19,200,200
7-14,13-19,19-2,200,200
7-14,13-19,19-20,200,200
7-14,13-19,19-3,200,200
7-14,13-19,19-4,200,200
7-14,13-19,19-6,200,200
7-14,13-19,19-7,200,200
7-14,13-19,19-8,200,200
7-14,13-19,19-9,200,200
7-14,13-19,2-12,200,200
7-14,13-19,2-13,200,200
7-14,13-19,2-14,200,200
7-14,13-19,2-15,200,200
7-14,13-19,2-16,200,150
7-14,13-19,2-17,200,200
7-14,13-19,2-19,200,200
7-14,13-19,2-20,200,150
7-14,13-19,2-3,200,200
7-14,13-19,2-4,200,200
7-14,13-19,2-5,200,200
7-14,13-19,2-6,200,165
7-14,13-19,2-7,200,200
7-14,13-19,2-8,200,200
7-14,13-19,20-1,200,200
7-14,13-19,20-12,200,200
7-14,13-19,20-14,200,200
7-14,13-19,20-16,200,200
7-14,13-19,20-18,200,200
7-14,13-19,20-20,200,200
7-14,13-19,20-3,200,200
7-14,13-19,20-4,200,200
7-14,13-19,20-5,200,200
7-14,13-19,20-7,200,200
7-14,13-19,20-8,200,200
7-14,13-19,3-1,200,200
7-14,13-19,3-13,200,200
7-14,13-19,3-18,200,200
7-14,13-19,3-19,200,200
7-14,13-19,3-2,200,200
7-14,13-19,3-20,200,200
7-14,13-19,3-8,200,200
7-14,13-19,4-1,200,200
7-14,13-19,4-10,200,200
7-14,13-19,4-11,200,200
7-14,13-19,5-1,200,169
7-14,13-19,5-16,200,200
7-14,13-19,5-20,200,200
7-14,13-19,5-5,200,200
7-14,13-19,6-1,200,200
7-14,13-19,6-6,200,200
7-14,13-19,7-10,200,200
7-14,13-19,7-11,200,200
7-14,13-19,7-20,200,200
7-14,13-19,7-7,200,200
7-14,13-19,7-8,200,200
7-14,13-19,7-9,200,200
7-14,13-19,8-1,200,200
7-14,13-19,8-13,200,200
7-14,13-19,8-18,200,200
7-14,13-19,8-3,200,200
7-14,13-19,8-7,200,150
7-14,13-19,8-8,200,200
7-14,13-19,9-1,200,200
7-14,13-19,9-20,200,200
7-14,13-19,9-7,200,200
7-14,13-20,13-3,175,200
7-14,13-20,13-7,175,200
7-14,13-20,14-11,175,200
7-14,13-20,14-12,175,200
7-14,13-20,14-13,175,200
7-14,13-20,14-14,175,200
7-14,13-20,14-20,175,200
7-14,13-20,14-8,175,200
7-14,13-20,14-9,175,200
7-14,13-20,15-1,175,200
7-14,13-20,15-19,175,200
7-14,13-20,15-6,175,200
7-14,13-20,16-1,175,200
7-14,13-20,16-16,175,200
7-14,13-20,16-19,175,200
7-14,13-20,16-20,175,200
7-14,13-20,16-5,175,150
7-14,13-20,17-10,175,200
7-14,13-20,17-11,175,200
7-14,13-20,18-1,175,200
7-14,13-20,18-10,175,200
7-14,13-20,18-11,175,200
7-14,13-20,18-12,175,200
7-14,13-20,18-13,175,200
7-14,13-20,18-14,175,200
7-14,13-20,18-15,175,200
7-14,13-20,18-16,175,200
7-14,13-20,18-17,175,200
7-14,13-20,18-2,175,200
7-14,13-20,18-20,175,200
7-14,13-20,18-4,175,200
7-14,13-20,18-5,175,200
7-14,13-20,18-7,175,200
7-14,13-20,18-8,175,200
7-14,13-20,18-9,175,200
7-14,13-20,19-1,175,200
7-14,13-20,19-10,175,200
7-14,13-20,19-11,175,200
7-14,13-20,19-12,175,200
7-14,13-20,19-13,175,200
7-14,13-20,19-14,175,200
7-14,13-20,19-19,175,200
7-14,13-20,19-2,175,200
7-14,13-20,19-20,175,200
7-14,13-20,19-3,175,200
7-14,13-20,19-4,175,200
7-14,13-20,19-6,175,200
7-14,13-20,19-7,175,200
7-14,13-20,19-8,175,200
7-14,13-20,19-9,175,200
7-14,13-20,2-12,175,200
7-14,13-20,2-13,175,200
7-14,13-20,2-14,175,200
7-14,13-20,2-15,175,200
7-14,13-20,2-16,175,150
7-14,13-20,2-17,175,200
7-14,13-20,2-19,175,200
7-14,13-20,2-20,175,150
7-14,13-20,2-3,175,200
7-14,13-20,2-4,175,200
7-14,13-20,2-5,175,200
7-14,13-20,2-6,175,165
7-14,13-20,2-7,175,200
7-14,13-20,2-8,175,200
7-14,13-20,20-1,175,200
7-14,13-20,20-12,175,200
7-14,13-20,20-14,175,200
7-14,13-20,20-16,175,200
7-14,13-20,20-18,175,200
7-14,13-20,20-20,175,200
7-14,13-20,20-3,175,200
7-14,13-20,20-4,175,200
7-14,13-20,20-5,175,200
7-14,13-20,20-7,175,200
7-14,13-20,20-8,175,200
7-14,13-20,3-1,175,200
7-14,13-20,3-13,175,200
7-14,13-20,3-18,175,200
7-14,13-20,3-19,175,200
7-14,13-20,3-2,175,200
7-14,13-20,3-20,175,200
7-14,13-20,3-8,175,200
7-14,13-20,4-1,175,200
7-14,13-20,4-10,175,200
7-14,13-20,4-11,175,200
7-14,13-20,5-1,175,169
7-14,13-20,5-16,175,200
7-14,13-20,5-20,175,200
7-14,13-20,5-5,175,200
7-14,13-20,6-1,175,200
7-14,13-20,6-6,175,200
7-14,13-20,7-10,175,200
7-14,13-20,7-11,175,200
7-14,13-20,7-20,175,200
7-14,13-20,7-7,175,200
7-14,13-20,7-8,175,200
7-14,13-20,7-9,175,200
7-14,13-20,8-1,175,200
7-14,13-20,8-13,175,200
7-14,13-20,8-18,175,200
7-14,13-20,8-3,175,200
7-14,13-20,8-7,175,150
7-14,13-20,8-8,175,200
7-14,13-20,9-1,175,200
7-14,13-20,9-20,175,200
7-14,13-20,9-7,175,200
7-14,13-3,13-7,200,200
7-14,13-3,14-11,200,200
7-14,13-3,14-12,200,200
7-14,13-3,14-13,200,200
7-14,13-3,14-14,200,200
7-14,13-3,14-20,200,200
7-14,13-3,14-8,200,200
7-14,13-3,14-9,200,200
7-14,13-3,15-1,200,200
7-14,13-3,15-19,200,200
7-14,13-3,15-6,200,200
7-14,13-3,16-1,200,200
7-14,13-3,16-16,200,200
7-14,13-3,16-19,200,200
7-14,13-3,16-20,200,200
7-14,13-3,16-5,200,150
7-14,13-3,17-10,200,200
7-14,13-3,17-11,200,200
7-14,13-3,18-1,200,200
7-14,13-3,18-10,200,200
7-14,13-3,18-11,200,200
7-14,13-3,18-12,200,200
7-14,13-3,18-13,200,200
7-14,13-3,18-14,200,200
7-14,13-3,18-15,200,200
7-14,13-3,18-16,200,200
7-14,13-3,18-17,200,200
7-14,13-3,18-2,200,200
7-14,13-3,18-20,200,200
7-14,13-3,18-4,200,200
7-14,13-3,18-5,200,200
7-14,13-3,18-7,200,200
7-14,13-3,18-8,200,200
7-14,13-3,18-9,200,200
7-14,13-3,19-1,200,200
7-14,13-3,19-10,200,200
7-14,13-3,19-11,200,200
7-14,13-3,19-12,200,200
7-14,13-3,19-13,200,200
7-14,13-3,19-14,200,200
7-14,13-3,19-19,200,200
7-14,13-3,19-2,200,200
7-14,13-3,19-20,200,200
7-14,13-3,19-3,200,200
7-14,13-3,19-4,200,200
7-14,13-3,19-6,200,200
7-14,13-3,19-7,200,200
7-14,13-3,19-8,200,200
7-14,13-3,19-9,200,200
7-14,13-3,2-12,200,200
7-14,13-3,2-13,200,200
7-14,13-3,2-14,200,200
7-14,13-3,2-15,200,200
7-14,13-3,2-16,200,150
7-14,13-3,2-17,200,200
7-14,13-3,2-19,200,200
7-14,13-3,2-20,200,150
7-14,13-3,2-3,200,200
7-14,13-3,2-4,200,200
7-14,13-3,2-5,200,200
7-14,13-3,2-6,200,165
7-14,13-3,2-7,200,200
7-14,13-3,2-8,200,200
7-14,13-3,20-1,200,200
7-14,13-3,20-12,200,200
7-14,13-3,20-14,200,200
7-14,13-3,20-16,200,200
7-14,13-3,20-18,200,200
7-14,13-3,20-20,200,200
7-14,13-3,20-3,200,200
7-14,13-3,20-4,200,200
7-14,13-3,20-5,200,200
7-14,13-3,20-7,200,200
7-14,13-3,20-8,200,200
7-14,13-3,3-1,200,200
7-14,13-3,3-13,200,200
7-14,13-3,3-18,200,200
7-14,13-3,3-19,200,200
7-14,13-3,3-2,200,200
7-14,13-3,3-20,200,200
7-14,13-3,3-8,200,200
7-14,13-3,4-1,200,200
7-14,13-3,4-10,200,200
7-14,13-3,4-11,200,200
7-14,13-3,5-1,200,169
7-14,13-3,5-16,200,200
7-14,13-3,5-20,200,200
7-14,13-3,5-5,200,200
7-14,13-3,6-1,200,200
7-14,13-3,6-6,200,200
7-14,13-3,7-10,200,200
7-14,13-3,7-11,200,200
7-14,13-3,7-20,200,200
7-14,13-3,7-7,200,200
7-14,13-3,7-8,200,200
7-14,13-3,7-9,200,200
7-14,13-3,8-1,200,200
7-14,13-3,8-13,200,200
7-14,13-3,8-18,200,200
7-14,13-3,8-3,200,200
7-14,13-3,8-7,200,150
7-14,13-3,8-8,200,200
7-14,13-3,9-1,200,200
7-14,13-3,9-20,200,200
7-14,13-3,9-7,200,200
7-14,13-7,14-11,200,200
7-14,13-7,14-12,200,200
7-14,13-7,14-13,200,200
7-14,13-7,14-14,200,200
7-14,13-7,14-20,200,200
7-14,13-7,14-8,200,200
7-14,13-7,14-9,200,200
7-14,13-7,15-1,200,200
7-14,13-7,15-19,200,200
7-14,13-7,15-6,200,200
7-14,13-7,16-1,200,200
7-14,13-7,16-16,200,200
7-14,13-7,16-19,200,200
7-14,13-7,16-20,200,200
7-14,13-7,16-5,200,150
7-14,13-7,17-10,200,200
7-14,13-7,17-11,200,200
7-14,13-7,18-1,200,200
7-14,13-7,18-10,200,200
7-14,13-7,18-11,200,200
7-14,13-7,18-12,200,200
7-14,13-7,18-13,200,200
7-14,13-7,18-14,200,200
7-14,13-7,18-15,200,200
7-14,13-7,18-16,200,200
7-14,13-7,18-17,200,200
7-14,13-7,18-2,200,200
7-14,13-7,18-20,200,200
7-14,13-7,18-4,200,200
7-14,13-7,18-5,200,200
7-14,13-7,18-7,200,200
7-14,13-7,18-8,200,200
7-14,13-7,18-9,200,200
7-14,13-7,19-1,200,200
7-14,13-7,19-10,200,200
7-14,13-7,19-11,200,200
